verse_key,tap,fr
AMO.7.11,"Pantu evi i vilimukulanda Amosi. Yeroboamu waakeepawa ku bului. Kisinka Baizraeli baakatwalua mu buzia, kule ni kyalo kyabo.","Car voici ce que dit Amos: Jéroboam mourra par lépée, et Israël sera emmené captif loin de son pays."
AMO.7.12,"Pa kyamba Amazia waamwanine Amosi nangue, Fuma papa we mumoni! Bwelela mu kyalo kya Yudea, uye ubikwile koko ni kupeeluako bilio.","Et Amatsia dit à Amos: Homme à visions, va-t-en, fuis dans le pays de Juda; manges-y ton pain, et là tu prophétiseras."
AMO.7.13,"Tekutwalilila kubikula mu Beteli pantu papa pazuukile, kabili i nkendo iliyapupilapo likolo.","Mais ne continue pas à prophétiser à Béthel, car cest un sanctuaire du roi, et cest une maison royale."
AMO.7.14,"Amosi waamwasukile Amazia nangue, Nene nsyaalipo kabika ao mwina kabika, inzi naali musungi wa nama ni ndabukizi wa bimuti bya miku.","Amos répondit à Amatsia: Je ne suis ni prophète, ni fils de prophète; mais je suis berger, et je cultive des sycomores."
AMO.7.15,"Inzi Yawe wanfumiizie ku mwilo wa busungi bwa nama ni kunghana nangue, Endo ubikwile bantu bane, Baizraeli.","LÉternel ma pris derrière le troupeau, et lÉternel ma dit: Va, prophétise à mon peuple dIsraël."
AMO.7.16,"Ale kansi unvua keebo kakua Yawe we aliwalanda nangue, Tekubikwila Baizraeli, kabili tekusimikila ba mu luvyalo lwakua Izaaki.","Écoute maintenant la parole de lÉternel, toi qui dis: Ne prophétise pas contre Israël, et ne parle pas contre la maison dIsaac."
AMO.7.17,"Ni pakako, Yawe walanda evi, Mukazi obe wakaba kwaluka mukambue mu muzi, baana bobe, balalume ni banakazi, bakaba kwipawa ku bului. Bukaba bobe bwakaba kulingua ni kuputulaniiwa. Ni we wakaba kufwila mu kyalo kya Bazima. Baizraeli ni bo kisinka bakaba kuya kuteekua buzia mu kyalo kyeni, kule ni kyalo kyabo.","A cause de cela, voici ce que dit lÉternel: Ta femme se prostituera dans la ville, tes fils et tes filles tomberont par lépée, ton champ sera partagé au cordeau; et toi, tu mourras sur une terre impure, et Israël sera emmené captif loin de son pays."
AMO.8.1,Yawe Kabezia Mpungu wanangisiizie kinge kimonua kinaamwenemo kipanda kilimo mazabo apiile.,"Le Seigneur, lÉternel, menvoya cette vision. Voici, cétait une corbeille de fruits."
AMO.8.2,"Yawe wangipuziizie evi, Ati Amosi, umweneki? Na-asukile nangue, Kipanda kilimo mazabo apiile. Yawe i lu-anghanine, Musita wa kukaana kweleela bantu bane wakumana.","Il dit: Que vois-tu, Amos? Je répondis: Une corbeille de fruits. Et lÉternel me dit: La fin est venue pour mon peuple dIsraël; Je ne lui pardonnerai plus."
AMO.8.3,"Yawe Kabezia Mpungu walanda evi, Mu bobo busiku nghimbo mu Nghanda yakua Leza yaakaaluka nghimbo ya malilo. Mibili ingi mu nkendo ingi yaakaba yapoozua sie tondolo.","En ce jour-là, les chants du palais seront des gémissements, Dit le Seigneur, lÉternel; On jettera partout en silence une multitude de cadavres."
AMO.8.4,"Unvue mwe balibabiibikizia bantu babuliilue, ni kuluvia bapabi ba mu kyalo.","Écoutez ceci, vous qui dévorez lindigent, Et qui ruinez les malheureux du pays!."
AMO.8.5,"Mwemue mulimwalanda evi, Kubako kubaluka kwa kwezi kwakaba kupua musitaki pakuti tukabe kusisia mbezu? Sabata ni yo yakaba kupua musitaki pakuti tukabe kusisia nghano? Mulimwakeefia tulingo, mulimwasezia mutengo, mulimwapompola na kalingo ka bufi.","Vous dites: Quand la nouvelle lune sera-t-elle passée, Afin que nous vendions du blé? Quand finira le sabbat, afin que nous ouvrions les greniers? Nous diminuerons lépha, nous augmenterons le prix, Nous falsifierons les balances pour tromper;."
AMO.8.6,"mulimwasita mupabi na mutofue, abuliilue ni ye mulimwamusita na mpe imo ya nkwabilo, mulimwasisia nghano mwabikiliilemo ni busapia.","Puis nous achèterons les misérables pour de largent, Et le pauvre pour une paire de souliers, Et nous vendrons la criblure du froment."
AMO.8.7,"Yawe, bwitanko bwakua Yakobo, wakilapa mu Liina lyakue walanda nangue, Nsikalaba kubalua kantu kabakita.",LÉternel la juré par la gloire de Jacob: Je noublierai jamais aucune de leurs œuvres.
AMO.8.8,"Kubako kyalo tekikasunkaana palua ozu mulandu, ni bantu bekeelemo tebakaloosia? Kyalo kyalingi kyaakatungupila nga Mwenzi wa Nile. Kyaakatuulama ni kukooka nga mabimbi a mwenzi wa ku Misri.","Le pays, à cause delles, ne sera-t-il pas ébranlé, Et tous ses habitants ne seront-ils pas dans le deuil? Le pays montera tout entier comme le fleuve, Il se soulèvera et saffaissera comme le fleuve dÉgypte."
AMO.8.9,"Yawe Kabezia Mpungu walanda nangue, Mu bobo busiku waakalengia busiku kwila koba kali pakati mutue, ni kukupa kyalo na nfinzi koba kaseeme.","En ce jour-là, dit le Seigneur, lÉternel, Je ferai coucher le soleil à midi, Et jobscurcirai la terre en plein jour;."
AMO.8.10,"Naakaalula nsikunkulu ya mpupo yenu kuba ndoosio, ni nghimbo yenu yonse kuba nghimbo ya malilo. Naakamilengia mwe bonse kuvwala masaaka, ni kumitebula kakuuzu ku mitue yenu. Ozo musita naakaukita kuba nga musita wa kuloosia mwana lyonga, ni mpeleezio ya bobo busiku yaakaba yakilile kubiipa.","Je changerai vos fêtes en deuil, Et tous vos chants en lamentations, Je couvrirai de sacs tous les reins, Et je rendrai chauves toutes les têtes; Je mettrai le pays dans le deuil comme pour un fils unique, Et sa fin sera comme un jour damertume."
AMO.8.11,"Yawe Kabezia Mpungu walanda evi, Nsiku ilimukwiza, lunaakatuma nzala pa kyalo. Teikaba nzala ya bilio ao kyaka kya menda, inzi yaakaba nzala ya kunvua keebo kakua Yawe.","Voici, les jours viennent, dit le Seigneur, lÉternel, Où jenverrai la famine dans le pays, Non pas la disette du pain et la soif de leau, Mais la faim et la soif dentendre les paroles de lÉternel."
AMO.8.12,"Bantu baakaba basakaana kufuma ku Lyezi lya Mukele kuya ku Lyezi lya Mediterania, ni kupitaana kufuma ku nkungua kuya ku kabanga, balimukukeba keebo kakua Yawe, inzi tebakakasanga.","Ils seront alors errants dune mer à lautre, Du septentrion à lorient, Ils iront çà et là pour chercher la parole de lÉternel, Et ils ne la trouveront pas."
AMO.8.13,"Mu bobo busiku, bakazyana baweme ni balumendo ba maka, baakapenzuka na kyaka.","En ce jour, les belles jeunes filles et les jeunes hommes mourront de soif."
AMO.8.14,"Balia balibalapa mu meena a mikisi ya ku Samaria, balia balibalanda nangue, Mu liina lyakua leza mukose wa ku Dani, ao nangue, Mu liina lyakua leza mukose wa ku Bersheba, baakapona pasili kubuuka.","Ils jurent par le péché de Samarie, Et ils disent: Vive ton Dieu, Dan! Vive la voie de Beer-Schéba! Mais ils tomberont, et ne se relèveront plus."
AMO.9.1,"Naamwene Yawe waimeene mumbali kitale. Waalandile nangue, Uma ku bisulo, evi mapumpu atente. Biponiizie pa mitue ya bantu bonse. Ni balia baakasyalapo naakabeepaya na kipanga. Tekuli muntu waakabutuka. Tekuli waakapanda.","Je vis le Seigneur qui se tenait sur lautel. Et il dit: Frappe les chapiteaux et que les seuils sébranlent, Et brise-les sur leurs têtes à tous! Je ferai périr le reste par lépée. Aucun deux ne pourra se sauver en fuyant, Aucun deux néchappera."
AMO.9.2,"Anzia beimbila nzila ya kuya kumbo, nakaba kubafumiamo na kuboko kwane. Anzia basela mu myulu, nakaba kubakoosiizia pansi.","Sils pénètrent dans le séjour des morts, Ma main les en arrachera; Sils montent aux cieux, Je les en ferai descendre."
AMO.9.3,"Anzia befiika peulu lupili lwa Karmeli, nakaba kubakeba ni kubakwata. Anzia banfyama kwinsina lyezi, nakaba kwana kizoka kikabe kubasumina koko kwenka.","Sils se cachent au sommet du Carmel, Je les y chercherai et je les saisirai; Sils se dérobent à mes regards dans le fond de la mer, Là jordonnerai au serpent de les mordre."
AMO.9.4,"Anzia batwalua ku buzia na balwani babo, nakaba kulengia bakeepailue koko kwenka. Nakaba kuya nabakenteleele na menso ane, pakuti n'mbakitile bibiipile tekuba biweme.","Sils vont en captivité devant leurs ennemis, Là jordonnerai à lépée de les faire périr; Je dirigerai contre eux mes regards Pour faire du mal et non du bien."
AMO.9.5,"Mulopue, Yawe wa Maka onse aliwakumia kyalo, ni kyo kilikyasunguluka. Bonse bekeelemo balibaloosia. Kyalo kyalingi kilikyalenduka ni kukooka nga mabimbi a Mwenzi wa Nile. Ni pa kyamba kilikyakooka nga mabimbi a mwenzi wa ku Misri.","Le Seigneur, lÉternel des armées, touche la terre, et elle tremble, Et tous ses habitants sont dans le deuil; Elle monte tout entière comme le fleuve, Et elle saffaisse comme le fleuve dÉgypte."
AMO.9.6,"Ozu Yawe aliwakuula nghanda yakue ya bukolo mu myulu ni aliwaimika biputa byakue pa kyalo, ozu aliwakuuta menda a mu lyezi ni aliwa-etila pa kyalo, Liina lyakue ni Yawe.","Il a bâti sa demeure dans les cieux, Et fondé sa voûte sur la terre; Il appelle les eaux de la mer, Et les répand à la surface de la terre: LÉternel est son nom."
AMO.9.7,"Yawe waipuzia evi, Mwe Baizraeli! Kubako nsimipendele nga vin'mpendele bantu ba ku Etyopia? Kubako te nene waamifumiizie mu Misri? Te nene waafumiizie Bafilistini ku Kaftori? Te nene waafumiizie Bashamu ku Kiri?.","Nêtes-vous pas pour moi comme les enfants des Éthiopiens, Enfants dIsraël? Dit lÉternel. Nai-je pas fait sortir Israël du pays dÉgypte, Comme les Philistins de Caphtor et les Syriens de Kir?."
AMO.9.8,"Kisinka menso ane ne Yawe Kabezia Mpungu, akentele pa bukolo bwa bibalo. Nakaba kubwinoona pa kyalo, inzi nsikeenoona nvyalo yonse yakua Yakobo, koku i kulanda kwakua Yawe.","Voici, le Seigneur, lÉternel, a les yeux sur le royaume coupable. Je le détruirai de dessus la face de la terre; Toutefois je ne détruirai pas entièrement la maison de Jacob, Dit lÉternel."
AMO.9.9,"Pantu naakafumia nsambu ya kuuluzia Baizraeli pa ntundu yonse, naakabauluzia nga nghano iliyauluziiwa mu kipanda. Tekuli lubezu lwa nghano lwaakaponena pansi.","Car voici, je donnerai mes ordres, Et je secouerai la maison dIsraël parmi toutes les nations, Comme on secoue avec le crible, Sans quil tombe à terre un seul grain."
AMO.9.10,"Bantu bonse ba bibalo pa bantu bane, baakeepawa na kipanga, balia bonse balibalanda nangue, Tetukasanzua.","Tous les pécheurs de mon peuple mourront par lépée, Ceux qui disent: Le malheur napprochera pas, ne nous atteindra pas."
AMO.9.11,"Mu bobo busiku naakabwezia nghanda iponene yakua Daudi, naakawamia palia penoonekele, naakeemika paakale bituuti byakue, naakakuula paakale nga viyaali pa mambo.","En ce temps-là, je relèverai de sa chute la maison de David, Jen réparerai les brèches, jen redresserai les ruines, Et je la rebâtirai comme elle était autrefois."
AMO.9.12,"evi Baizraeli bakapoke nkendo yaasyeleko mu kyalo kya Edomu, pamo ni ntundu yane yonse, koku i kulanda kwakua Yawe ozo waakakita bebi bintu.","Afin quils possèdent le reste dÉdom et toutes les nations Sur lesquelles mon nom a été invoqué, Dit lÉternel, qui accomplira ces choses."
AMO.9.13,"Yawe walanda evi, Nsiku ilimukwiza, muzombozi lu-aliwaakaba wakitwaliile kuzombola musita wa kulima wasyafikile, ni aliwatika mizabibu lu-aliwaakaba wakitwaliilile kutika musita wa kulimba wasyafikile, mpili yaakatoonia divai ya lenu, ni tupili ni to twaakaipongola.","Voici, les jours viennent, dit lÉternel, Où le laboureur suivra de près le moissonneur, Et celui qui foule le raisin celui qui répand la semence, Où le moût ruissellera des montagnes Et coulera de toutes les collines."
AMO.9.14,"Naakafumia bantu bane, Baizraeli, mu buzia ni kubabwezia. Baakakuula paakale mizi ituutikile ni kwikalamo. Baakalimba mizabibu ni kuminako divai. Baakalima makaba ni kulia bibaakabyalamo.","Je ramènerai les captifs de mon peuple dIsraël; Ils rebâtiront les villes dévastées et les habiteront, Ils planteront des vignes et en boiront le vin, Ils établiront des jardins et en mangeront les fruits."
AMO.9.15,"Naakalimba Izraeli mu kyalo kyakue, kabili tekuli muntu waakamunukula mu kyalo kinaamupeele, koku i kulanda kwakua Yawe Leza wenu.","Je les planterai dans leur pays, Et ils ne seront plus arrachés du pays que je leur ai donné, Dit LÉternel, ton Dieu."
OBA.1.1,"Kimonua kyakua Obadia. Kaka i keebo kalandile Yawe Kabezia Mpungu palwakua Edomu: Twakyunvua mpunda kufuma kuli Yawe. Mukenzi wakitumua ku ntundu walanda nangue, Buuke tuye tulue na Edomu.","Prophétie dAbdias. Ainsi parle le Seigneur, lÉternel, sur Édom: Nous avons appris une nouvelle de la part de lÉternel, Et un messager a été envoyé parmi les nations: Levez-vous, marchons contre Édom pour lui faire la guerre!."
OBA.1.2,"Yawe wamwana Edomu nangue, Mona nakaba kukukeefia pa ntundu. Wakaba kukila kuleebulua na bonse.","Voici, je te rendrai petit parmi les nations, Tu seras lobjet du plus grand mépris."
OBA.1.3,"Kiitoni kya mutima obe kikubeepele, we ekeele mu milunda ya mabue, we akitile ni bwikazi bobe peulu, we aliwaiana nangue, Kubako nani alikuvinda kunkoosiizia pansi.","Lorgueil de ton cœur ta égaré, Toi qui habites le creux des rochers, Qui tassieds sur les hauteurs, Et qui dis en toi-même: Qui me précipitera jusquà terre?."
OBA.1.4,"Anzia kine uselele mu muulu nga nzwiba ni kukita busalala bobe pa bukata bwa ntanda, naakakufumiapo ni kukukoosiizia pansi, koku i kulanda kwakua Yawe.","Quand tu placerais ton nid aussi haut que celui de laigle, Quand tu le placerais parmi les étoiles, Je ten précipiterai, dit lÉternel."
OBA.1.5,"Bakabooko ao bapoti lubalibakwingilila musita wa busiku, kubako tebezi kwibamo sie belia bibatonene? Bazombozi ba mizabibu lubalibaiza kuzombola, kubako tebalibasiamo mizabibu iniini? Inzi balwani bobe bakeeza kutwama byonse.","Si des voleurs, des pillards, viennent de nuit chez toi, Comme te voilà dévasté! Mais enlèvent-ils plus quils ne peuvent? Si des vendangeurs viennent chez toi, Ne laissent-ils rien à grappiller?…."
OBA.1.6,"Mwe nvyalo yakua Esau, bunonsi bwenu bwakipokua, bukonto bwenu bonse bwakiba bwafiikilue bwakifyulua.",Ah! Comme Ésaü est fouillé! Comme ses trésors sont découverts!.
OBA.1.7,"Bonse bawaali waunvwana nabo, bakaba kukukumba mpaka ku mipaka. Babibuza bobe bakaba kukwalukila ni kukupoka kyalo kyobe. Balia balibalia mukate obe bakaba kukuteyela muteo. Inzi ozo muteo teukaba ku-umona.","Tous tes alliés tont chassé jusquà la frontière, Tes amis tont joué, tont dominé, Ceux qui mangeaient ton pain tont dressé des pièges, Et tu nas pas su ten apercevoir!."
OBA.1.8,"Ne Yawe naipuzia evi: Kubako mu bobo busiku, nsikaba kwinoona, bantu ba mulangue ba mu Edomu, ni bakengezi ba mu mpili yakua Esau?.","Nest-ce pas en ce jour, dit lÉternel, Que je ferai disparaître dÉdom les sages, Et de la montagne dÉsaü lintelligence?."
OBA.1.9,"We muzi wa Temani, balukale bobe bakaba kutiiniiwa, kubalua muntu ali mu mpili yakua Esau wakaba kusinzua.","Tes guerriers, ô Théman, seront dans lépouvante, Car tous ceux de la montagne dÉsaü périront dans le carnage."
OBA.1.10,"Wewe Edomu wakimukitila bubi mwalaobe Yakobo, ni pakako, wakaba kumoniiwa busoni ni kwinoonua muyayaya.","A cause de ta violence contre ton frère Jacob, Tu seras couvert de honte, Et tu seras exterminé pour toujours."
OBA.1.11,"Pa bobo busiku, wewe Edomu waali waimeene lwa kule wakenteleele baeni lubaali balimukutwama bunonsi bwakua Yakobo, ni bantu ba mu kinge kyalo lubaali baingila mu milyango yakue, ni kukasana bunonsi bwa mu Yeruzalemu na kutea bubale. Wewe waali wali nga bene.","Le jour où tu te tenais en face de lui, Le jour où des étrangers emmenaient captive son armée, Où des étrangers entraient dans ses portes, Et jetaient le sort sur Jérusalem, Toi aussi tu étais comme lun deux."
OBA.1.12,"Wewe tewaali wapalile kuleebula wa kobe mu nsiku ya lyenda lyakue. Tewaali wapalile kuwaminua pa mulandu wa Bayuda, mu nsiku ya kwinoonua kwabo, ao kukila kwitantamuna musita wa maavia abo.","Ne repais pas ta vue du jour de ton frère, du jour de son malheur, Ne te réjouis pas sur les enfants de Juda au jour de leur ruine, Et nouvre pas une grande bouche au jour de la détresse!."
OBA.1.13,"Tewaali wapalile kupita mu milyango ya bantu bane mu nsiku ya busanzo bwabo, ao kusansamukila maavia abo mu nsiku ya busanzo bwabo, ao kupoka bunonsi bwabo mu nsiku ya busanzo bwabo.","Nentre pas dans les portes de mon peuple au jour de sa ruine, Ne repais pas ta vue de son malheur au jour de sa ruine, Et ne porte pas la main sur ses richesses au jour de sa ruine!."
OBA.1.14,"Tewaali wapalile kwimana mu masanzio nzila kuti wipaye bantu babo babutukile, ao kubapaana ku balwani babo mu nsiku ya lyemo lyabo.","Ne te tiens pas au carrefour pour exterminer ses fuyards, Et ne livre pas ses réchappés au jour de la détresse!."
OBA.1.15,"Busiku bwakua Yawe bwapalama, bwa kupingula ntundu yonse. Wewe Edomu waakakitilua nga viwakikitilana. Bikitua byobe biwakikita byaakakubwelelela.","Car le jour de lÉternel est proche, pour toutes les nations; Il te sera fait comme tu as fait, Tes œuvres retomberont sur ta tête."
OBA.1.16,"Mwe bantu bane! Nga vimwakimina kikombe kya lyemo pa lupili lwane luzuuke, ntundu yonse ni yo i viyaakaba yamina. Yaakaba yaminamina sie ni kulobelela.","Car, comme vous avez bu sur ma montagne sainte, Ainsi toutes les nations boiront sans cesse; Elles boiront, elles avaleront, Et elles seront comme si elles navaient jamais été."
OBA.1.17,Inzi pa Lupili lwa Sayuni paakaba bupusuko. Lolo lupili lwaakaba luzuuke. Ni Yakobo waakapyana bupyani bwakue.,"Mais le salut sera sur la montagne de Sion, elle sera sainte, Et la maison de Jacob reprendra ses possessions."
OBA.1.18,"Nghanda yakua Yakobo yaakaba mulilo, ni nghanda yakua Yusufu yaakaba libeebe lya mulilo. Nghanda yakua Esau yaakaba bikusi byume, bebio byaakaziziiwa ni kwinoonua. Tepakaba muntu waakasyalapo, koku i kulanda kwane ne Yawe.","La maison de Jacob sera un feu, et la maison de Joseph une flamme; Mais la maison dÉsaü sera du chaume, Quelles allumeront et consumeront; Et il ne restera rien de la maison dÉsaü, Car lÉternel a parlé."
OBA.1.19,"Bantu ba kufuma ku kyalo kya ku Negebu baakapoka kyalo kya mpili kyakua Esau, ni bantu ba mwinsina mpili baakakwata kyalo kya Bafilistini. Baakapoka kyalo kya Efraimu ni kya Samaria, Benyamina ni ye waakakwata kyalo kya Gileadi.","Ceux du midi posséderont la montagne dÉsaü, Et ceux de la plaine le pays des Philistins; Ils posséderont le territoire dÉphraïm et celui de Samarie; Et Benjamin possédera Galaad."
