verse_key,shr,fr
HEB.9.4,"Hàli olûsho lwomugavu luyûbasirwe namasholo, nomucîmba gwe­ndagâno gufûnisirwe namasholo enyunda zoshi. Na muli ogwo mucîmba mwali ikovu lyamasholo liyunjwîre mâna, nakarhi kAroni kàmeragakwo obwâso, namabuye gendagâno.","renfermant lautel dor pour les parfums, et larche de lalliance, entièrement recouverte dor. Il y avait dans larche un vase dor contenant la manne, la verge dAaron, qui avait fleuri, et les tables de lalliance."
HEB.9.5,Noku nyanya kwagwo kwàli Bakerubi birenge bàkâgijira entebe yobwonjo empehema. Ci arhali buno lyo rhwankazâbanula ebyo byoshi.,"Au-dessus de larche étaient les chérubins de la gloire, couvrant de leur ombre le propitiatoire. Ce nest pas le moment de parler en détail là-dessus."
HEB.9.6,"Erhi bibà byamâyûbakwa ntyo, abadâhwa bàkâgijà omu cihando cirhanzi ngasi mango, mpu bajiremwo emikolo yâbo yokushenga.","Or, ces choses étant ainsi disposées, les sacrificateurs qui font le service entrent en tout temps dans la première partie du tabernacle;."
HEB.9.7,"Ci omu cihando ca kabiri murhàjîbagwa lirhali liguma lyône omu mwâka, na mudâhwa mukulu yêne wamujâga; àrhanajâgamwo arhanadwîrhi entûlo yomukò gwokulyûla e­byâha byâge nebyolubaga.","et dans la seconde le souverain sacrificateur seul entre une fois par an, non sans y porter du sang quil offre pour lui-même et pour les péchés du peuple. Hé :."
HEB.9.8,Mûka Mutagatîfu àmanyîsa ntyo oku enjira yaka-Nyamuzinda erhankayiguka nEcihando cirhanzi cicikasîsire.,"Le Saint-Esprit montrait par là que le chemin du lieu très saint nétait pas encore ouvert, tant que le premier tabernacle subsistait."
HEB.9.9,"Olwo luli lwîganyo lwa gano mango ga buno, lurhumanyîsa oku entûlo nenterekêro zirhagwêrhi buhashe bwokuhindula owaharâmya mwimâna omu murhima gwâge.","Cest une figure pour le temps actuel, où lon présente des offrandes et des sacrifices qui ne peuvent rendre parfait sous le rapport de la conscience celui qui rend ce culte."
HEB.9.10,"Bulya gali marhegeko gayêrekîre ebyomubiri, nkebiryo, nebinyôbwa, nokucîkalaba kwa ngasi lubero. Ebyo byoshi biri birhegeke kuhika amango gomuhindo muhyâhya.","et qui, avec les aliments, les boissons et les diverses ablutions, étaient des ordonnances charnelles imposées seulement jusquà une époque de réformation."
HEB.9.11,"Kristu yêhe erhi àyisha, àhinduka mudâhwa mukulu waminjà gânayishe , àgera omu cihando cilushire cirya cindi obunene nobwimâna, cirhajiragwa na nfune za muntu, kwo kuderha oku cirhali ca mwebi byàlemirwe enigulu.","Mais Christ est venu comme souverain sacrificateur des biens à venir; il a traversé le tabernacle plus grand et plus parfait, qui nest pas construit de main dhomme, cest-à-dire, qui nest pas de cette création;."
HEB.9.12,"Ajà bwa lwoshi oku caligumiza omu ka-Nyamuzinda . Arhajâgamwo nomukò gwebihebe erhi gwebimasha, ci nomukò gwâge yêne, erhi amâyûsirhushobôza obucunguke bwensiku namango.","et il est entré une fois pour toutes dans le lieu très saint, non avec le sang des boucs et des veaux, mais avec son propre sang, ayant obtenu une rédemption éternelle."
HEB.9.13,"Akabà omukò gwebihebe nebimasha, noluvù lwendaku bàkâgishahiziza oku bazinzire, byàkâgibayôbôla binabahè obucêse bwomubiri.","Car si le sang des taureaux et des boucs, et la cendre dune vache, répandue sur ceux qui sont souillés, sanctifient et procurent la pureté de la chair."
HEB.9.14,"kanga kulusha, omukò gwa Kristu wacîhânaga yêne nterekêro erhalikwo izâbyo emwa Nyamuzinda oku buzibu bwa Mûka gwensiku namango gurhàcêsa omurhima gwîrhu, guzâzemwo ebijiro byolufù, lyo rhubona oku rhwakolera Nyamuzinda ozîne?.","combien plus le sang de Christ, qui, par un esprit éternel, sest offert lui-même sans tache à Dieu, purifiera-t-il votre conscience des œuvres mortes, afin que vous serviez le Dieu vivant!."
HEB.9.15,"Eco co cirhumire àbà mulagizi wendagâno mpyâhya, ànafîre mpu azâze ebyâha byàkolagwa amango gendagâno ntanzi, lyo abarhôle bayîma omu bwâmi bwensiku namango bàlaganyibagwa.","Et cest pour cela quil est le médiateur dune nouvelle alliance, afin que, la mort étant intervenue pour le rachat des transgressions commises sous la première alliance, ceux qui ont été appelés reçoivent lhéritage éternel qui leur a été promis."
HEB.9.16,"Bulya ahâli endagâno yo­mwîmo, kukwânîne habè ecahamîriza oku owayihângaga àfîre.","Car là où il y a un testament, il est nécessaire que la mort du testateur soit constatée."
HEB.9.17,"Nêci, endagâno yomwîmo ebona obuzibu nkowayijiraga amâfà; namango goshi aciriho, ntà buzibu bwâyo.","Un testament, en effet, nest valable quen cas de mort, puisquil na aucune force tant que le testateur vit."
HEB.9.18,Okwo kwo kurhumire endagâno ntanzi nayo erhajiragwa buzira kubulaga omukò.,Voilà pourquoi cest avec du sang que même la première alliance fut inaugurée.
HEB.9.19,"Bulya erhi Mûsa àyûsibwîriza olubaga lwoshi amarhegeko noku ngasi liguma linadesire, àyanka omukò gwebimasha nebihebe, haguma namîshi nobwôya bwomuduku norhubabi rhwenkangûlo, àshahiza oku citabu conênè noku lubaga lwoshi, erhi:.","Moïse, après avoir prononcé devant tout le peuple tous les commandements de la loi, prit le sang des veaux et des boucs, avec de leau, de la laine écarlate, et de lhysope; et il fit laspersion sur le livre lui-même et sur tout le peuple, en disant:."
HEB.9.20,Ogu gwo mukò gwendagâno Nyamuzinda alagânaga ninyu .,Ceci est le sang de lalliance que Dieu a ordonnée pour vous.
HEB.9.21,Kandi kwo na kwo -ashahiziza omukò oku Cihando noku bintu byoshi byokushenga .,Il fit pareillement laspersion avec le sang sur le tabernacle et sur tous les ustensiles du culte.
HEB.9.22,"Kali ciru Amarhegeko garhegesire hôfi ngasi kantu kashukûlwe nomukò, na buzira kubulaga omukò, ntà kubabalirwa.","Et presque tout, daprès la loi, est purifié avec du sang, et sans effusion de sang il ny a pas de pardon."
HEB.9.23,"Akabà olwiganyo lwebintu byempingu lucêsibwa ntyo, kuziga kukwânîne ebyo bintu byempingu byonênè bicêsibwe nenterekêro zilushire.","Il était donc nécessaire, puisque les images des choses qui sont dans les cieux devaient être purifiées de cette manière, que les choses célestes elles-mêmes le fussent par des sacrifices plus excellents que ceux-là."
HEB.9.24,"Nêci, arhali omu ka-Nyamuzinda kàyûbakagwa namaboko gabantu, nshusho yaka-Nyamuzinda kokunali, arhalimwo Kristu àjîre, ci àshesherera omu mpingu mwonênè, mpu lyo akâbonekana omu busù bwa Nyamuzinda rhwe rhurhumire.","Car Christ nest pas entré dans un sanctuaire fait de main dhomme, en imitation du véritable, mais il est entré dans le ciel même, afin de comparaître maintenant pour nous devant la face de Dieu."
HEB.9.25,"Arhanali kandi mpu lyo acîhâna nterekêro kanji kanji, nka kulya omudâhwa mûkulu akâjà ngasi mwâka omu ka-­Nyamuzinda nomukò gurhali gwâge.","Hé : Et ce nest pas pour soffrir lui-même plusieurs fois quil y est entré, comme le souverain sacrificateur entre chaque année dans le sanctuaire avec du sang étranger;."
HEB.9.26,"Bicibâga ntyo, ànkababazîbwe kanji kurhenga okulemwa kwigulu. Ci mwo zino nsiku nzinda lyo àcîyêrekîne liguma kwa lwoshi, mpu aherêrekeze ecâha nenterekêro yâge.","autrement, il aurait fallu quil eût souffert plusieurs fois depuis la création du monde, tandis que maintenant, à la fin des siècles, il a paru une seule fois pour abolir le péché par son sacrifice."
HEB.9.27,"Na bulya abantu liguma lyône bafà, nenyuma lyaho batwîrwe olubanja.","Et comme il est réservé aux hommes de mourir une seule fois, après quoi vient le jugement."
HEB.9.28,"ntyo Kristu naye àcîhânyire nterekêro liguma lyône, mpu azâze ebyâha bya bantu banji; âyaciboneke lindi liguma buzira câha , mpu alêrhere abamulinda obucire.","de même Christ, qui sest offert une seule fois pour porter les péchés de plusieurs, apparaîtra sans péché une seconde fois à ceux qui lattendent pour leur salut."
HEB.10.1,"Kulya kubà Amarhegeko gàli cizunguzungu caminjà gâyisha, ci arhali ebyo bintu byonêne, nago marherekêre gayôrha go nago, ganarherekêrwa ngasi mango na ngasi mwâka, ntâkwo gankahashihindula bimâna abayegera Nyamuzinda.","En effet, la loi, qui possède une ombre des biens à venir, et non lexacte représentation des choses, ne peut jamais, par les mêmes sacrifices quon offre perpétuellement chaque année, amener les assistants à la perfection."
HEB.10.2,"Nkarhâli ntyo, bankalesire okukârhûla ezo nterekêro, bulya acibâga abarherekêzi bacêsibwa oku caligumiza, barhankacicîyumvirhemwo câha omu murhima.","Autrement, naurait-on pas cessé de les offrir, parce que ceux qui rendent ce culte, étant une fois purifiés, nauraient plus eu aucune conscience de leurs péchés?."
HEB.10.3,Ciru ezo nterekêro zàkâgibayibusa ebyâha byâbo ngasi mwâka.,Mais le souvenir des péchés est renouvelé chaque année par ces sacrifices;.
HEB.10.4,Bulya ntâkwo omukò gwebimasha nebihebe gwankarhenza e­byâha.,car il est impossible que le sang des taureaux et des boucs ôte les péchés.
HEB.10.5,"Kwo kwûrhumaga, erhi Kristu ajà enigulu, aderha, erhi : Orhalonzagya nterekêro na ntûlo; ci wanteganyîze omubiri .","Cest pourquoi Christ, entrant dans le monde, dit: Tu nas voulu ni sacrifice ni offrande, mais tu mas formé un corps;."
HEB.10.6,Orhasîmaga mbâgwa na nterekêro oku byâha .,tu nas agréé ni holocaustes ni sacrifices pour le péché.
HEB.10.7,"Obwo nanaciderha, nti: Nie ono, nyishire, -bulya nie kuyandikîrwe omu cizingo cecitabu-, nti njire obulonza bwâwe, Yâgirwa Nyamuzinda .","Alors jai dit: voici, je viens pour faire, ô Dieu, ta volonté."
HEB.10.8,"Arhangiriderha, erhi: Enterekêro, entûlo, engûsho nembâgwa oku byâha, orhazilonzagya orhanazisîmaga , nobwo ziri nterekêro zirhegesirwe nAmarhegeko ;.","Après avoir dit dabord: Tu nas voulu et tu nas agréé ni sacrifices ni offrandes, ni holocaustes ni sacrifices pour le péché ."
HEB.10.9,"okuhandi ashubiderha, erhi: Nie ono, nyishire nti njire obulonza bwâwe. Ntyo àrhenzize amarherekêre marhanzi, àhiraho oburherekêre bwa kabiri .","il dit ensuite: Voici, je viens pour faire ta volonté. Il abolit ainsi la première chose pour établir la seconde."
HEB.10.10,Bunali buhashe bwobwo bulonza burhujira bimâna erhi burherekêre bwomubiri gwa Yezu Kristu gwarherekêragwa liguma kwa lwoshi burhuma.,"Cest en vertu de cette volonté que nous sommes sanctifiés, par loffrande du corps de Jésus-Christ, une fois pour toutes."
HEB.10.11,"Ngasi mudâhwa ayimanga aha luhêro bwaca bwayira mpu ajire omukolo gwâge, na ngasi mango enterekêro arhûla zo na zirya, na ntà buhashe ciru nobutya zijira bwokurhenza ebyâha.","Et tandis que tout sacrificateur fait chaque jour le service et offre souvent les mêmes sacrifices, qui ne peuvent jamais ôter les péchés."
HEB.10.12,"Yêhe erhi àbà amârherekêra burherekêre buguma bwône oku byâha, agendicîtamalira oku nsiku namango ebwa kulyo kwa Nyamuzinda.","lui, après avoir offert un seul sacrifice pour les péchés, sest assis pour toujours à la droite de Dieu."
HEB.10.13,akâlinga kurhenga aho oku abanzi bâge bahirwa nka citumbi aha magulu gâge .,attendant désormais que ses ennemis soient devenus son marchepied.
HEB.10.14,"Bulya, na nterekêro nguma yône yône, abacêsagya, àbahindula bimâna bensiku zoshi.","Car, par une seule offrande, il a amené à la perfection pour toujours ceux qui sont sanctifiés."
HEB.10.15,"Ciru na Mûka ahamîrize okwo; bulya erhi abà amâderha, erhi :.","Cest ce que le Saint-Esprit nous atteste aussi; car, après avoir dit:."
HEB.10.16,"Eyi yo ndagâno nalagânana rhweshi nabo enyuma lyezo nsiku , Nyakasane ayûshûla , erhi: Nahira amarhegeko gâni omu mirhima yâbo, nabayandikago omu nkengêro .","Voici lalliance que je ferai avec eux, après ces jours-là, dit le Seigneur: Je mettrai mes lois dans leurs cœurs, et je les écrirai dans leur esprit, il ajoute:."
HEB.10.17,Nabyo ebyâha byâbo nobubî bwâbo ntakacibikengêra bundi .,Et je ne me souviendrai plus de leurs péchés ni de leurs iniquités.
HEB.10.18,Ci aha ebyâha byababalirwe harhaciri nterekêro oku câha.,"Or, là où il y a pardon des péchés, il ny a plus doffrande pour le péché."
HEB.10.19,"Ntyo, bene wîrhu, rhugwêrhe obuhashe bwokujà nkoku rhulonzize omu hatagatîfu hebitagatîfu erhi mukò gwa Yezu gurhuma.","Ainsi donc, frères, puisque nous avons, au moyen du sang de Jésus, une libre entrée dans le sanctuaire."
HEB.10.20,"Rhwanamujà rhukagera omu njira àrhutwîraga: njira mpyâhya neyobuzîne, njira egezire omu lusîka, gwo mubiri gwâge.","par la route nouvelle et vivante quil a inaugurée pour nous au travers du voile, cest-à-dire, de sa chair."
HEB.10.21,Na kulya kubà rhugwêrhe omudâhwa mukulu orhegeka enyumpa ya Nyamuzinda.,et puisque nous avons un souverain sacrificateur établi sur la maison de Dieu.
HEB.10.22,"rhuyegerage nomurhima gurhalimwo bulyâla omu buyêmêre bwimâna; emirhima yîrhu ecêsibwe ngasi bubî buyirimwo, nemibiri yîrhu eshukwe namîshi gashongwîre.","approchons-nous avec un cœur sincère, dans la plénitude de la foi, les cœurs purifiés dune mauvaise conscience, et le corps lavé dune eau pure."
HEB.10.23,"Rhulange buzibu obuhamîrize bwobulangâlire bwîrhu, bulya owalaganyagya akwânîne okulangâlirwa.","Retenons fermement la profession de notre espérance, car celui qui a fait la promesse est fidèle."
HEB.10.24,"Rhurhabâlane rhwêne na rhwêne, rhunahânane omurhima omu buzigire nomu kukola aminjà.","Veillons les uns sur les autres, pour nous exciter à la charité et aux bonnes œuvres."
HEB.10.25,"Rhurhalekaga okukâjà haguma, kulya baguma badwîrhe bakâjira; ci rhukâhânana omurhima, na bwenêne bulya mubwîne oku Olusiku luli hôfi.","Nabandonnons pas notre assemblée, comme cest la coutume de quelques-uns; mais exhortons-nous réciproquement, et cela dautant plus que vous voyez sapprocher le jour."
HEB.10.26,"Erhi rhwankajira ebyâha noluhinzo nobwo rhwarhangirimanya bwinjà okuli, harhaciri nterekêro oku byâha .","Car, si nous péchons volontairement après avoir reçu la connaissance de la vérité, il ne reste plus de sacrifice pour les péchés."
HEB.10.27,"na ntà kundi kucisigîre okurhali kutwîrwa olubanja lukali nokukwêbwa omu ngulumira yomuliro, yàyishisingônola abagoma.",mais une attente terrible du jugement et lardeur dun feu qui dévorera les rebelles.
HEB.10.28,"Omuntu akavuna irhegeko lya Mûsa, anayîrhwe buzira lukogo, casinga haboneke bahamîrizi babiri erhi basharhu .","Celui qui a violé la loi de Moïse meurt sans miséricorde, sur la déposition de deux ou de trois témoins;."
HEB.10.29,"Kengêragi ninyu, buhane bunganaci na bukali kulusha akwânîne okuhâbwa omuntu wâbè alabasire Mugala wa Nyamuzinda, owâbè agayaguzize omukò gwendagâno gwamucêsagya, nka kulya kankabîre kantu kizinga, nowâbè ajâcîre Mûka gwenshôkano.","de quel pire châtiment pensez-vous que sera jugé digne celui qui aura foulé aux pieds le Fils de Dieu, qui aura tenu pour profane le sang de lalliance, par lequel il a été sanctifié, et qui aura outragé lEsprit de la grâce?."
HEB.10.30,"Nêci, rhurhahabiri olya waderhaga, erhi : Okucîhôla kuli kwâni nokuhâna oluhembo kuli kwâni! na kandi, erhi: Nyakasane àyishitwîra olubaga lwâge olubanja .","Car nous connaissons celui qui a dit: A moi la vengeance, à moi la rétribution! et encore: Le Seigneur jugera son peuple."
HEB.10.31,Yajebe! Ciri cintu ca kuyôboha okugwa omu nfune za Nyamuzinda ozîne. Ecirhuma rhukwânîne rhusêre omu buyêmêre.,Cest une chose terrible que de tomber entre les mains du Dieu vivant.
HEB.10.32,"Ci kwônene mukengêre ensiku ntanzi, erhi muyûsihâbwa obumoleke, bulya mulembera entambala ndârhi namababale:.","Souvenez-vous de ces premiers jours, où, après avoir été éclairés, vous avez soutenu un grand combat au milieu des souffrances."
HEB.10.33,aha mwabonêsibwa enshonyi nokulibuzibwa omu lubaga; aha mwalungana nabajiriragwa ntyo.,"dune part, exposés comme en spectacle aux opprobres et aux tribulations, et de lautre, vous associant à ceux dont la position était la même."
HEB.10.34,"Nêci, mwashangîre amalibuko gabàli omu mpamikwa, mwanayêmêra nobushagaluke mwanyagwa ebintu binyu, bulya mwâli mumanyire oku mugwêrhe obuhirhi bwinjà kulusha noburhakayûrha.","En effet, vous avez eu de la compassion pour les prisonniers, et vous avez accepté avec joie lenlèvement de vos biens, sachant que vous avez des biens meilleurs et qui durent toujours."
HEB.10.35,Mumanyage mwankarhêra obwo bulangâlire bwinyu; bulya bubikîrwe ntanda nnene.,"Nabandonnez donc pas votre assurance, à laquelle est attachée une grande rémunération."
HEB.10.36,"Nêci, kukwânîne muzibuhe, lyo muyôrha mujira obulonza bwa Nyamuzinda, munayishihâbwa ebi àlaganyagya.","Car vous avez besoin de persévérance, afin quaprès avoir accompli la volonté de Dieu, vous obteniez ce qui vous est promis."
HEB.10.37,"Bulya hacisigîre hisanzi hitya hyône, olya wâyisha âyishe, arhânacilegerere.","Encore un peu, un peu de temps: celui qui doit venir viendra, et il ne tardera pas."
HEB.10.38,"Ci omushinganya alama nobuyêmêre, nerhi ankashubira nyuma, omurhima gwâni gurhankacimubâkwo.","Et mon juste vivra par la foi; mais, sil se retire, mon âme ne prend pas plaisir en lui."
