fra	swc	swc_clean
Du premier arbrisseau que mon effort détache, / un suc affreux jaillit sous la main qui l'arrache, / et rougit, en tombant, le sol ensanglanté.	Kutoka kwa kichaka cha kwanza ambacho juhudi yangu hutengana, / juisi ya kutisha hutoka nje chini ya mkono ambayo huiangua, / na nyekundu, inapoanguka, ardhi ya damu.	Kutoka kwa kichaka cha kwanza ambacho juhudi yangu hutengana, / juisi ya kutisha hutoka nje chini ya mkono ambayo huiangua, / na nyekundu, inapoanguka, ardhi ya damu.
Quel genre d'enterrement veux-tu ?	Unataka mazishi ya aina gani?	Unataka mazishi ya aina gani?
Je veux une paire de gants.	Nataka jozi ya glavu.	Nataka jozi ya glavu.
Mathis veut se venger.	Mathis anataka kulipiza kisasi.	Mathis anataka kulipiza kisasi.
Jésus est vivant !	Yesu yu hai!	Yesu yu hai!
Pendant un jour ou deux, nous avons été très occupés à déballer et à aménager au mieux notre propriété. Cela fait, nous avons progressivement commencé à nous installer et à nous adapter à notre nouvel environnement.	Kwa siku moja au mbili tulikuwa tukijishughulisha sana kufungua na kupanga mali zetu kadri iwezekanavyo. Kwa kufanya hivyo, polepole tukaanza kukaa na kuzoea mazingira yetu mapya.	Kwa siku moja au mbili tulikuwa tukijishughulisha sana kufungua na kupanga mali zetu kadri iwezekanavyo. Kwa kufanya hivyo, polepole tukaanza kukaa na kuzoea mazingira yetu mapya.
Quand je pense que je suis à faire le zouave sur les routes du Népal, alors que je pourrais être tranquillement à Moulinsart, à siroter un bon whisky bien glacé !...	Wakati ninafikiria kwamba mimi niko zouave kwenye barabara za Nepal, wakati ninaweza kukaa kimya huko Moulinsart, nikinywa whisky nzuri baridi ya barafu!	Wakati ninafikiria kwamba mimi niko zouave kwenye barabara za Nepal, wakati ninaweza kukaa kimya huko Moulinsart, nikinywa whisky nzuri baridi ya barafu!
Ils peuvent communiquer en faisant des signes avec les mains.	Wanaweza kuwasiliana kwa kufanya ishara kwa mikono yao.	Wanaweza kuwasiliana kwa kufanya ishara kwa mikono yao.
Personne ne me parlera.	Hakuna mtu atakayezungumza nami.	Hakuna mtu atakayezungumza nami.
C'est effrayant.	Inatisha.	Inatisha.
Les hommes politiques du Brésil jusqu'à la Nouvelle-Zélande ont tous reconnu que la culture aide les communautés à vivre ensemble en harmonie.	Wanasiasa kutoka Brazil hadi New Zealand wote wametambua kuwa utamaduni husaidia jamii kuishi pamoja kwa umoja.	Wanasiasa kutoka Brazil hadi New Zealand wote wametambua kuwa utamaduni husaidia jamii kuishi pamoja kwa umoja.
Elle lui a dit une bonne fois pour toute qu'elle n'irait pas au cinéma avec lui.	Alimwambia mara moja na kwa wakati wote kwamba hakwenda kwenye sinema naye.	Alimwambia mara moja na kwa wakati wote kwamba hakwenda kwenye sinema naye.
J'en ai marre que ce soit toujours pour ma pomme !	Minatchoka kila mara ikuwa paka juu ya teleziya yangu!	Minatchoka kila mara ikuwa paka juu ya teleziya yangu!
Plusieurs suspects ont été arrêté dans cette affaire de braquage.	Washukiwa kadhaa wamekamatwa katika wizi huu.	Washukiwa kadhaa wamekamatwa katika wizi huu.
La porte est fermée à clé à neuf heures tous les soirs.	Mlango umefungwa saa tisa kila usiku.	Mlango umefungwa saa tisa kila usiku.
Elles feront une sieste.	Watalala kidogo.	Watalala kidogo.
Je propose qu'on dise que nous voulons planter de nombreux arbres dans les rues.	Ninashauri kwamba tuseme kwamba tunataka kupanda miti mingi mitaani.	Ninashauri kwamba tuseme kwamba tunataka kupanda miti mingi mitaani.
Dans le cadre du développement empirique, on est forcé de réfléchir au comportement d'une méthode.	Katika ukuzaji wa nguvu, mtu analazimika kufikiria juu ya tabia ya njia.	Katika ukuzaji wa nguvu, mtu analazimika kufikiria juu ya tabia ya njia.
Il finira d'hésiter.	Yeye ataishia kusita.	Yeye ataishia kusita.
Quelquefois il me semble qu’il n’est mort qu’à demi, que nos cœurs sont ensemble, et que son amour flotte, autour de moi, vivant !	Wakati mwingine inaonekana kwangu kwamba amekufa nusu tu, kwamba mioyo yetu iko pamoja, na kwamba upendo wake unaelea karibu nami, akiwa hai!	Wakati mwingine inaonekana kwangu kwamba amekufa nusu tu, kwamba mioyo yetu iko pamoja, na kwamba upendo wake unaelea karibu nami, akiwa hai!
C'est une belle opportunité de faire des affaires.	Ni fursa nzuri ya kufanya biashara.	Ni fursa nzuri ya kufanya biashara.
En attendant mon retour, tu réciteras tes leçons à ta sœur.	Wakati unasubiri kurudi kwangu, utasoma masomo yako kwa dada yako.	Wakati unasubiri kurudi kwangu, utasoma masomo yako kwa dada yako.
Les arbres rejettent de l'oxygène et consomment du dioxyde de carbone.	Miti hutoa oksijeni na hutumia dioksidi kaboni.	Miti hutoa oksijeni na hutumia dioksidi kaboni.
Pourquoi avez-vous besoin de pièces de monnaie de vingt-cinq centimes ?	Kwa nini unahitaji sarafu za senti ishirini na tano?	Kwa nini unahitaji sarafu za senti ishirini na tano?
Marie a amené sa fille au travail.	Marie alimleta binti yake kufanya kazi.	Marie alimleta binti yake kufanya kazi.
Vous n'êtes pas autorisé à amener des chiens dans ce bâtiment.	Hauruhusiwi kuleta mbwa katika jengo hili.	Hauruhusiwi kuleta mbwa katika jengo hili.
J'aimerais que tu arrêtes de me demander ça.	Natamani ungeacha kuniuliza hivyo.	Natamani ungeacha kuniuliza hivyo.
Amène ta sœur avec toi la prochaine fois.	Njoo na dada yako wakati mwingine.	Njoo na dada yako wakati mwingine.
Avec toutes mes classes et mes recherches, je n'ai pas de temps pour moi-même.	Na madarasa yangu yote na utafiti, sina wakati wangu mwenyewe.	Na madarasa yangu yote na utafiti, sina wakati wangu mwenyewe.
"""Aimerais-tu m'accompagner dans la prairie pour contempler les étoiles?"" - ""Oui vraiment, mais hélas j'ai à faire."""	«Je! Ungependa kuongozana nami kwenda kwenye uwanja wa kutafakari kuhusu nyota?» - «Ndio kweli, lakini kwa bahati mbaya nina kitu cha kufanya.»	«Je! Ungependa kuongozana nami kwenda kwenye uwanja wa kutafakari kuhusu nyota?» - «Ndio kweli, lakini kwa bahati mbaya nina kitu cha kufanya.»
La personne que nous essayons d'attraper est très dangereuse.	Mtu tunayejaribu kumkamata ni hatari sana.	Mtu tunayejaribu kumkamata ni hatari sana.
Je veux que tu appelles la police.	Nataka uwaite polisi.	Nataka uwaite polisi.
La date limite d'inscription est le 20 octobre.	Tarehe ya mwisho ya usajili ni Oktoba 20.	Tarehe ya mwisho ya usajili ni Oktoba 20.
L'Islande a conclu une alliance avec la France.	Iceland imeingia muungano na Ufaransa.	Iceland imeingia muungano na Ufaransa.
Tu ne devras pas prendre cela en charge.	Hautalazimika kuchukua jukumu hili.	Hautalazimika kuchukua jukumu hili.
À quelle fréquence et en quelle quantité devrais-je nourrir mon chien ?	Ni mara ngapi na kwa kiasi gani napaswa kulisha mbwa wangu?	Ni mara ngapi na kwa kiasi gani napaswa kulisha mbwa wangu?
La pendule indique deux heures.	Saa inaonyesha saa mbili.	Saa inaonyesha saa mbili.
Je pourrai t'aider à bien apprendre le français.	Ninaweza kukusaidia ujifunze Kifaransa vizuri.	Ninaweza kukusaidia ujifunze Kifaransa vizuri.
Comment se passent les préparatifs pour ton mariage?	Je, maandalizi yako yanaendaje kwa harusi yako?	Je, maandalizi yako yanaendaje kwa harusi yako?
Je suis restée au lit toute la matinée.	Nilikaa kitandani asubuhi nzima.	Nilikaa kitandani asubuhi nzima.
Ma mère est une personne formidable.	Mama yangu ni mtu mzuri.	Mama yangu ni mtu mzuri.
Tu peux faire une pause.	Unaweza kupumzika.	Unaweza kupumzika.
C'est un endroit assez étonnant.	Ni mahali pazuri sana.	Ni mahali pazuri sana.
Je me suis figurée que tu ne venais pas.	Nilidhani haukuja.	Nilidhani haukuja.
J'ai trouvé ça dans le casier de Mathis.	Nilipata hii kwenye kabati la Mathis.	Nilipata hii kwenye kabati la Mathis.
Ne jouez pas à ça avec moi !	Usicheze na mimi hii!	Usicheze na mimi hii!
Il y a deux livres de beurre dans le frigo.	Kuna paundi mbili za siagi kwenye friji.	Kuna paundi mbili za siagi kwenye friji.
Le pain dans ce sandwich est sec.	Mkate katika sandwich hii ni kavu.	Mkate katika sandwich hii ni kavu.
Marie va reprendre l'affaire de son père.	Marie atachukua biashara ya baba yake.	Marie atachukua biashara ya baba yake.
L’exploitation de l’homme par l’homme aurait dû cesser, monsieur, du jour où Christ, je ne dis pas Jésus-Christ, je dis Christ, est venu proclamer l’égalité des hommes devant Dieu.	Unyonyaji wa mwanadamu na mwanadamu ulipaswa kukoma, bwana, siku ambayo Kristo, sisemi Yesu Kristo, nasema Kristo, njoo utangaze usawa wa wanadamu mbele za Mungu.	Unyonyaji wa mwanadamu na mwanadamu ulipaswa kukoma, bwana, siku ambayo Kristo, sisemi Yesu Kristo, nasema Kristo, njoo utangaze usawa wa wanadamu mbele za Mungu.
Je ne suis pas la nana qu'il sort !	Mimi sio kifaranga anayetoka naye!	Mimi sio kifaranga anayetoka naye!
Les gardes ne vous ont pas vu.	Walinzi hawajakuona.	Walinzi hawajakuona.
J’emportai le testament ; et, quand il fut ouvert, je vis que madame de Merret m’avait nommé son exécuteur testamentaire.	Nilichukua mapenzi na mimi; na ilipofunguliwa niliona kuwa Madame de Merret aliniteua kuwa msimamizi wake.	Nilichukua mapenzi na mimi; na ilipofunguliwa niliona kuwa Madame de Merret aliniteua kuwa msimamizi wake.
Je me souviens très bien de l'incident.	Nakumbuka tukio hilo vizuri sana.	Nakumbuka tukio hilo vizuri sana.
Ne me demandez rien.	Usiniulize chochote.	Usiniulize chochote.
Nous sommes à court de balles.	Tumeishiwa risasi.	Tumeishiwa risasi.
Retournez à vos postes.	Rudi kwenye machapisho yako.	Rudi kwenye machapisho yako.
Hugo ne peut même pas faire des opérations arithmétiques simples.	Hugo hawezi hata kufanya shughuli rahisi za hesabu.	Hugo hawezi hata kufanya shughuli rahisi za hesabu.
Raphaël dit qu'il a du mal à supporter le stress.	Raphael anasema anapata shida kukabiliana na mafadhaiko.	Raphael anasema anapata shida kukabiliana na mafadhaiko.
Le comité est composé de scientifiques et d'ingénieurs.	Kamati hiyo inaundwa na wanasayansi na wahandisi.	Kamati hiyo inaundwa na wanasayansi na wahandisi.
Ma mère me tuera.	Mama yangu ataniua.	Mama yangu ataniua.
Un rival malheureux n'est pas digne de haine.	Mpinzani asiye na furaha hastahili kuchukiwa.	Mpinzani asiye na furaha hastahili kuchukiwa.
Lâchez la bouteille !	Tonea chupa!	Tonea chupa!
Yanis consulta le menu puis décida de commander un plat de poisson.	Yanis aliangalia menyu kisha akaamua kuagiza sahani ya samaki.	Yanis aliangalia menyu kisha akaamua kuagiza sahani ya samaki.
Il n'y a pas deux personnes avec les mêmes empreintes digitales.	Hakuna watu wawili walio na alama sawa za vidole.	Hakuna watu wawili walio na alama sawa za vidole.
Mes amis, j'ai une nouvelle à vous annoncer.	Marafiki zangu, nina habari yenu.	Marafiki zangu, nina habari yenu.
Arrête d'être aussi gentille avec moi !	Acha kuwa mzuri kwangu!	Acha kuwa mzuri kwangu!
Mon époux est un chic type.	Mume wangu ni mtu mzuri.	Mume wangu ni mtu mzuri.
C'est un vrai conte de fées, le comte a eu son compte en Franche-Comté.	Ni hadithi ya kweli, hesabu imekuwa na akaunti yake huko Franche-Comté.	Ni hadithi ya kweli, hesabu imekuwa na akaunti yake huko Franche-Comté.
Le capitaine en robe de chambre, une pipe à la main, regardait Clémentine entrant dans le vestibule.	Nahodha aliyevaa gauni la kuvaa, bomba mkononi mwake, alikuwa akimwangalia Clementine akiingia ndani ya ukumbi.	Nahodha aliyevaa gauni la kuvaa, bomba mkononi mwake, alikuwa akimwangalia Clementine akiingia ndani ya ukumbi.
Elles ont été prises en flagrant délit.	Walinaswa katika tendo hilo.	Walinaswa katika tendo hilo.
À Paris, un grand incendie a détruit la cathédrale Notre-Dame.	Huko Paris, moto mkubwa uliharibu Kanisa Kuu la Notre-Dame.	Huko Paris, moto mkubwa uliharibu Kanisa Kuu la Notre-Dame.
Il vaudrait mieux que vous me le disiez maintenant.	Ni bora uniambie sasa.	Ni bora uniambie sasa.
Je voudrais vous enseigner le chinois et en échange que vous m'enseigniez une autre langue.	Ningependa kukufundisha Kichina na badala yako unifundishe lugha nyingine.	Ningependa kukufundisha Kichina na badala yako unifundishe lugha nyingine.
Le doute protège contre le risque.	Shaka inalinda dhidi ya hatari.	Shaka inalinda dhidi ya hatari.
Si tu lui fais du mal, je te tuerai.	Ikiwa utamuumiza, nitakuua.	Ikiwa utamuumiza, nitakuua.
La combinaison avec une sauce pas trop salée est parfaite.	Mchanganyiko na mchuzi usio na chumvi sana ni kamili.	Mchanganyiko na mchuzi usio na chumvi sana ni kamili.
Le roi se meurt.	Mfalme anakufa.	Mfalme anakufa.
« Le lézard ose affronter l'hydre »  c'est tout comme  « il s'en prend à trop fort pour lui. »	«Mjusi anathubutu kukabiliana na hydra» ni kama «anashambulia sana kwake.»	«Mjusi anathubutu kukabiliana na hydra» ni kama «anashambulia sana kwake.»
Je veux que nous ne soyons jamais séparés.	Nataka tusitengane kamwe.	Nataka tusitengane kamwe.
Nous n'aurions pas dû laisser Gabriel tout seul dans le garage.	Hatupaswi kumuacha Gabriel peke yake kwenye karakana.	Hatupaswi kumuacha Gabriel peke yake kwenye karakana.
Ce roman mérite qu'on le qualifie d'extraordinaire.	Riwaya hii inastahili kuitwa isiyo ya kawaida.	Riwaya hii inastahili kuitwa isiyo ya kawaida.
Il va falloir du courage à Yanis.	Yanis itahitaji ujasiri.	Yanis itahitaji ujasiri.
Il semblerait que Marie ne m'aime pas.	Inaonekana kwamba Marie hanipendi.	Inaonekana kwamba Marie hanipendi.
À l’époque où cette histoire se passe — en 1699 — le royaume de Norvège était encore uni au Danemark.	Wakati hadithi hii inafanyika - mnamo 1699 - Ufalme wa Norway ulikuwa bado umeungana na Denmark.	Wakati hadithi hii inafanyika - mnamo 1699 - Ufalme wa Norway ulikuwa bado umeungana na Denmark.
Je vous ai vus hier.	Nilikuona jana.	Nilikuona jana.
Je veux savoir ce que vous voyez, à l'instant.	Nataka kujua unachokiona, hivi sasa.	Nataka kujua unachokiona, hivi sasa.
Où l'as-tu trouvée ? À l'école ou à la maison ?	Ulimpata wapi? Shuleni au nyumbani?	Ulimpata wapi? Shuleni au nyumbani?
Il nous accorda un entretien.	Alitupa mahojiano.	Alitupa mahojiano.
Cela ne vous gêne pas que je remette droites les fleurs de votre corsage qui ont été déplacées par le choc. J'ai peur que vous ne les perdiez.	Haijalishi ikiwa nitaweka moja kwa moja maua kwenye bodice yako ambayo yamehamishwa na mshtuko. Ninaogopa utawapoteza.	Haijalishi ikiwa nitaweka moja kwa moja maua kwenye bodice yako ambayo yamehamishwa na mshtuko. Ninaogopa utawapoteza.
Ce livre t'aidera à écrire de manière efficace.	Kitabu hiki kitakusaidia kuandika vyema.	Kitabu hiki kitakusaidia kuandika vyema.
Le corps de Sami a été partiellement brûlé avec de l'essence.	Mwili wa Sami uliteketezwa kwa sehemu na petroli.	Mwili wa Sami uliteketezwa kwa sehemu na petroli.
Le ciel devenait de plus en plus sombre et le vent de plus en plus violent.	Anga lilikuwa linazidi kuwa nyeusi na giza na upepo ulizidi kuwa mkali.	Anga lilikuwa linazidi kuwa nyeusi na giza na upepo ulizidi kuwa mkali.
Demande à un agent de police !	Uliza afisa wa polisi!	Uliza afisa wa polisi!
Marie a une excellente mémoire, elle se souvient de tout.	Marie ana kumbukumbu nzuri, anakumbuka kila kitu.	Marie ana kumbukumbu nzuri, anakumbuka kila kitu.
Les terroristes ont relâché les otages.	Magaidi waliwaachilia mateka.	Magaidi waliwaachilia mateka.
Maintenant, regarder dans la rue, les gens qui parlent seuls, ça m’énerve.	Sasa, kuangalia watu mitaani wakiongea peke yao, hilo hunikasirisha.	Sasa, kuangalia watu mitaani wakiongea peke yao, hilo hunikasirisha.
Je t'achèterai tous les vêtements que tu voudras.	Nitakununulia nguo zote unazotaka.	Nitakununulia nguo zote unazotaka.
Elles ont sauté dans l'eau.	Waliruka ndani ya maji.	Waliruka ndani ya maji.
Maintenant que vous avez fini votre travail, vous êtes libre de repartir chez vous.	Sasa kwa kuwa umemaliza kazi yako, uko huru kwenda nyumbani.	Sasa kwa kuwa umemaliza kazi yako, uko huru kwenda nyumbani.
Les hommes trouvent que les femmes seraient souvent très compliquées.	Wanaume hugundua kuwa wanawake mara nyingi wangekuwa ngumu sana.	Wanaume hugundua kuwa wanawake mara nyingi wangekuwa ngumu sana.
Quand il tenta de s'échapper, le bandit tua quatre otages.	Alipojaribu kutoroka, jambazi huyo aliua mateka wanne.	Alipojaribu kutoroka, jambazi huyo aliua mateka wanne.
Vous ne ferez pas changer Timéo d'avis.	Hutabadilisha mawazo ya Timéo.	Hutabadilisha mawazo ya Timéo.
Comment est-ce que je me décide à son propos ? L'engager ?	Je! Ninaamuaje juu yangu? Kuajiri?	Je! Ninaamuaje juu yangu? Kuajiri?
Il y a eu des intérêts grâce à l'argent qui restait dans le livret de caisse d'épargne.	Kulikuwa na riba juu ya pesa ambazo zilibaki kwenye kitabu cha benki ya akiba.	Kulikuwa na riba juu ya pesa ambazo zilibaki kwenye kitabu cha benki ya akiba.
Le secrétaire demande une promotion.	Katibu anauliza kupandishwa cheo.	Katibu anauliza kupandishwa cheo.
Il fut assez malin pour accepter son conseil.	Alikuwa mwerevu wa kutosha kuchukua ushauri wake.	Alikuwa mwerevu wa kutosha kuchukua ushauri wake.
Je suis sure que notre équipé gagnera.	Nina hakika timu yetu itashinda.	Nina hakika timu yetu itashinda.
Laissez, ne vous inquiétez pas.	Ondoka, usijali.	Ondoka, usijali.
Si nous ne créons pas d'opportunités pour tous, le mécontentement et la division qui ont retardé notre progression ne s'amélioreront que dans les années à venir.	Ikiwa hatutaunda fursa kwa wote, kutoridhika na mgawanyiko ambao ume rudisha nyuma maendeleo yetu utaboresha tu katika miaka ijayo.	Ikiwa hatutaunda fursa kwa wote, kutoridhika na mgawanyiko ambao ume rudisha nyuma maendeleo yetu utaboresha tu katika miaka ijayo.
Manger du foie est-il bon pour toi ?	Je! Kula ini ni bora kwako?	Je! Kula ini ni bora kwako?
Je voulais aider Nathan à comprendre ce que Marie essayait de lui dire.	Nilitaka kumsaidia Nathan kugundua kile Marie alikuwa anajaribu kumwambia.	Nilitaka kumsaidia Nathan kugundua kile Marie alikuwa anajaribu kumwambia.
Dites ce que vous pensez.	Sema unachofikiria.	Sema unachofikiria.
Sous ton poids, la glace va se rompre.	Chini ya uzito wako, barafu itavunjika.	Chini ya uzito wako, barafu itavunjika.
Je crains que tu ne puisses pas faire cela.	Ninaogopa huwezi kufanya hivi.	Ninaogopa huwezi kufanya hivi.
Aime la vérité, mais pardonne l'erreur.	Penda ukweli, lakini usamehe makosa.	Penda ukweli, lakini usamehe makosa.
Je ne me cache pas.	Usijifiche.	Usijifiche.
L'homme doit s'inquiéter pour lui-même.	Mwanadamu anapaswa kuwa na wasiwasi juu yake mwenyewe.	Mwanadamu anapaswa kuwa na wasiwasi juu yake mwenyewe.
Elle me demanda combien de langues je parlais.	Aliniuliza niliongea lugha ngapi.	Aliniuliza niliongea lugha ngapi.
