fra	swc	swc_clean
Je suis tombé dans un nid d’euro-collabos qui ne savent pas ce que l’Europe cache. Intelligents, mais pas malins.	Nilianguka kwenye kiota cha washiriki wa euro ambao hawajui ni Ulaya inaficha. Mwenye akili, lakini sio mwerevu.	Nilianguka kwenye kiota cha washiriki wa euro ambao hawajui ni Ulaya inaficha. Mwenye akili, lakini sio mwerevu.
On vit plus longtemps, et c'est tant mieux, mais c'est pas pour bosser plus !	Tunaishi muda mrefu, na hiyo ni nzuri, lakini sio kwa kufanya kazi zaidi!	Tunaishi muda mrefu, na hiyo ni nzuri, lakini sio kwa kufanya kazi zaidi!
Le lendemain de sa première sortie avec Luca, Marie fut dans la lune toute la journée. Elle ne fut pas du tout attentive en classe et n’eut pas d’appétit.	Siku moja baada ya kuondoka kwake kwa kwanza na Luca, Maria alikuwa kwenye mwangaza wa jua siku nzima. Hakuwa mwangalifu kabisa kwenye somo na hakuwa na hamu ya kula.	Siku moja baada ya kuondoka kwake kwa kwanza na Luca, Maria alikuwa kwenye mwangaza wa jua siku nzima. Hakuwa mwangalifu kabisa kwenye somo na hakuwa na hamu ya kula.
Tout le monde aurait voulu qu'il soit élu gouverneur.	Kila mtu alitaka achaguliwe kuwa gavana.	Kila mtu alitaka achaguliwe kuwa gavana.
Vous étiez toujours très gentille.	Ulikuwa na roho nzuri kila wakati.	Ulikuwa na roho nzuri kila wakati.
Chut ! Je dors !	Funga! Nimelala!	Funga! Nimelala!
Dites à quiconque se présente que je suis sorti !	Mwambie mtu yeyote akija ya kwamba nime toka!	Mwambie mtu yeyote akija ya kwamba nime toka!
Il passait son temps au café à suivre du regard les passantes.	Alitumia wakati wake kwenye cafe akiwatazama watu waliopita.	Alitumia wakati wake kwenye cafe akiwatazama watu waliopita.
J'ai entendu un bruit bizarre venant du garage.	Nikasikia kelele za kushangaza zikitokea kweye garage.	Nikasikia kelele za kushangaza zikitokea kweye garage.
N'oublions pas d'accélérer la mutation des gares en carrefour de l'intermodalité, lieux de communication, d'échange et de citoyenneté.	Tusisahau kuharakisha ubadilishaji wa vituo kuwa njia kuu za maeneo ya mawasiliano, maeneo ya mawasiliano, kubadilishana na uraia.	Tusisahau kuharakisha ubadilishaji wa vituo kuwa njia kuu za maeneo ya mawasiliano, maeneo ya mawasiliano, kubadilishana na uraia.
Tu donnes l'impression que c'est très simple.	Unatoa hisia kwamba ni rahisi sana.	Unatoa hisia kwamba ni rahisi sana.
Je commençai à douter de l'exactitude de sa déposition.	Nilianza kutilia shaka usahihi wa ushuhuda wake.	Nilianza kutilia shaka usahihi wa ushuhuda wake.
Je suis désolé, je ne te reconnais pas.	Samahani, sikutambui.	Samahani, sikutambui.
Si vous vous trouvez dans les sables mouvants, vous vous enfoncerez plus lentement si vous ne bougez pas.	Ikiwa uko katika haraka, utazama polepole zaidi ikiwa hautahama.	Ikiwa uko katika haraka, utazama polepole zaidi ikiwa hautahama.
Il s'en fout comme de l'an quarante.	Hajali kama ya mwaka wa arobaini.	Hajali kama ya mwaka wa arobaini.
Arrêtez d'être aussi attardés, bordel !	Acha kuchelewesha, jinga!	Acha kuchelewesha, jinga!
Tu demandais des comptes à tes employés.	Uliuliza wafanyikazi wako kuihusu.	Uliuliza wafanyikazi wako kuihusu.
"Tu es là pour suivre mes ordres."" ""Dans tes rêves, mon pote !"	Uko hapa kufuata mipango yangu.” “Katika ndoto zako, rafiki yangu!	Uko hapa kufuata mipango yangu.” “Katika ndoto zako, rafiki yangu!
Quelles sont les conclusions que vous pouvez dégager de ces tests ?	Ni hitimisho gani unaweza kutoa kutokana na vipimo hivi?	Ni hitimisho gani unaweza kutoa kutokana na vipimo hivi?
L'argument le plus stupide que j'ai entendu quant à la prétendue désuétude du passé simple est : « Personne ne parle comme ça. »	Oni la kijinga zaidi ambayo nimesikia juu ya madai ya kizamani ya zamani ni kwamba: «Hakuna mtu mwenye anasemaka hivi.»	Oni la kijinga zaidi ambayo nimesikia juu ya madai ya kizamani ya zamani ni kwamba: «Hakuna mtu mwenye anasemaka hivi.»
« Les Écossais disent non à la séparation de l'Empire Britannique ». C'est le résultat d'un sondage d'opinion effectué le jour du vote.	"""Raia wa Ecosse inasema hapana kwa kujitenga kwa ufalme wa Uingereza"". Hii ni matokeo ya kura ya maoni iliyofanywa siku ya kupiga kura."	"""Raia wa Ecosse inasema hapana kwa kujitenga kwa ufalme wa Uingereza"". Hii ni matokeo ya kura ya maoni iliyofanywa siku ya kupiga kura."
Pour être un astronome, on a besoin d'étudier, mais pour être un astrologue, il suffit juste d'être un raté et un grand menteur.	Ili kuwa mtaalam wa nyota, unahitaji kusoma, lakini kuwa mchawi, lazima tu uwe mwadui na mwongo mkubwa.	Ili kuwa mtaalam wa nyota, unahitaji kusoma, lakini kuwa mchawi, lazima tu uwe mwadui na mwongo mkubwa.
Si un jour les nombreuses langues européennes viennent à disparaître, ce jour-là l’Europe – en tant que concept et projet – cessera d’exister.	Ikiwa siku moja lugha nyingi za Ulaya zitatoweka, siku hiyo Uropa - kama wazo na mradi - itakoma kuwapo.	Ikiwa siku moja lugha nyingi za Ulaya zitatoweka, siku hiyo Uropa - kama wazo na mradi - itakoma kuwapo.
Je n'ai rien compris aux quatrièmes de couverture, c'est pour ça que je lis.	Sikuelewa chochote kwenye jalada la nyuma, ndiyo sababu ninasoma.	Sikuelewa chochote kwenye jalada la nyuma, ndiyo sababu ninasoma.
Il a attrapé la balle avec sa main gauche.	Akashika mpira kwa mkono wake wa kushoto.	Akashika mpira kwa mkono wake wa kushoto.
Si vous aviez suivi les conseils de vos médecins, vous ne seriez peut-être pas dans cet état.	Ikiwa ungefuata ushauri wa madaktari wako, hunge naweza kuwa katika hali hii.	Ikiwa ungefuata ushauri wa madaktari wako, hunge naweza kuwa katika hali hii.
La fortune s'est tournée contre lui.	Bahati imemgeukia.	Bahati imemgeukia.
Cet article aurait pu être fabriqué à un prix concurrentiel l'an passé, mais ce n'est plus possible.	Bidhaa hii inaweza kufanywa kwa bei ya ushindani mwaka jana, lakini haiwezekani tena.	Bidhaa hii inaweza kufanywa kwa bei ya ushindani mwaka jana, lakini haiwezekani tena.
Ce n'est que depuis hier que j'ai entendu les infos.	Ilikuwa tu tangu jana kwamba nilisikia habari hiyo.	Ilikuwa tu tangu jana kwamba nilisikia habari hiyo.
Tes nouveaux amis pourraient se moquer de certains de tes agissements.	Marafiki wako wapya wanaweza kufurahisha baadhi ya vitendo vyako.	Marafiki wako wapya wanaweza kufurahisha baadhi ya vitendo vyako.
Si vous voulez oublier n'importe quoi sur le champ, prenez note de vous en souvenir.	Ikiwa unataka kusahau kitu chochote hapo hapo chukuwa hatua ya kumbuka.	Ikiwa unataka kusahau kitu chochote hapo hapo chukuwa hatua ya kumbuka.
Mieux vaut nourrir un peuple que de le satisfaire de belles paroles.	Afadhali kulisha watu kuliko kuwaridhisha na maneno mazuri.	Afadhali kulisha watu kuliko kuwaridhisha na maneno mazuri.
J'espère qu'Emi ne va plus tarder. Je suis las de l'attendre.	Natumaini Emi hata chelewa. Nimechoka kumsubiri.	Natumaini Emi hata chelewa. Nimechoka kumsubiri.
Mélanie, dit-elle à la cuisinière, si vous faisiez la brioche ce matin, puisque la pâte est prête. Mademoiselle ne se lèvera pas avant une demi-heure, et elle en mangerait avec son chocolat… Hein ! ce serait une surprise.	Melanie, alimwambia mpishi, ikiwa unafanya brioche(mkate) asubuhi ya leo, kwani unga uko tayari. Dada hataamka mbele ya nusu ya saa moja, na angekula na chocolat yake... Hein ! bitakuwa bya kushangaza.	Melanie, alimwambia mpishi, ikiwa unafanya brioche(mkate) asubuhi ya leo, kwani unga uko tayari. Dada hataamka mbele ya nusu ya saa moja, na angekula na chocolat yake... Hein ! bitakuwa bya kushangaza.
Elle était plutôt timide mais depuis qu'elle est allée en Fac elle s'est vraiment épanouie.	Alikuwa wa haya lakini tangu aende chuo kikuu ameshaa kuwa huru.	Alikuwa wa haya lakini tangu aende chuo kikuu ameshaa kuwa huru.
Des centaines de soldats mangèrent en silence autour de leurs feux de camp.	Mamia ya askari walikula kwa kimya karibu na kambi zao.	Mamia ya askari walikula kwa kimya karibu na kambi zao.
Dégagez le passage... ils vont s'enfuir !	Pisheni njia...wanataka ku kimbia !	Pisheni njia...wanataka ku kimbia !
New York est accessible en train depuis Washington.	New York inapatikana kwa treni kutoka Washington.	New York inapatikana kwa treni kutoka Washington.
Tu ressembles à une avocate.	Ume fanana mwana sheria.	Ume fanana mwana sheria.
Voila Ṛabaḥ il est de retour.	Angalia Rabah amerudi.	Angalia Rabah amerudi.
Le week-end passé, Thomas et ses amis ont joué au basket.	Wekendi iliyo pita, Thomas na marafiki walicheza mpira wa kikapu.	Wekendi iliyo pita, Thomas na marafiki walicheza mpira wa kikapu.
Vent du Faou ne ment jamais il annonce toujours la pluie.	Upepo wa Faou haidanganyi inatangaza mvua kila wakati.	Upepo wa Faou haidanganyi inatangaza mvua kila wakati.
Écris ici ton adresse de contact, je te prie.	Andika hapa namba yako ya mawasiliano, tafadhali.	Andika hapa namba yako ya mawasiliano, tafadhali.
Si je te le disais, je devrais te tuer.	Kama ninge kuambiya, ningeweza ku kuua.	Kama ninge kuambiya, ningeweza ku kuua.
Das muss während meines Aufenthaltes in Australien passiert sein.	Hiyo lazima ilifanyika wakati wa kukaa kwangu Australia.	Hiyo lazima ilifanyika wakati wa kukaa kwangu Australia.
Qui ne s’est point brusquement détourné de son chemin pour suivre, le soir, dans les détours d’une rue déserte, une robe flottante, un voile blanc tout à coup reconnu dans l’ombre ?	Nani ambaye hajageuka ghafla kutoka kwenye njia yake kufuata, jioni, zamu za barabara iliyoachwa, mavazi ya kuelea, pazia jeupe linalotambuliwa ghafla kwenye kivuli?	Nani ambaye hajageuka ghafla kutoka kwenye njia yake kufuata, jioni, zamu za barabara iliyoachwa, mavazi ya kuelea, pazia jeupe linalotambuliwa ghafla kwenye kivuli?
Et pas seulement cela, les marchandises dans les magasins de la marque étaient en général plus chères que partout ailleurs.	Na sio hivyo tu, bidhaa katika maduka ya chapa kwa ujumla zilikuwa ghali zaidi kuliko mahali pengine popote.	Na sio hivyo tu, bidhaa katika maduka ya chapa kwa ujumla zilikuwa ghali zaidi kuliko mahali pengine popote.
Un objet inanimé peut suivre le courant, mais seule une chose vivante peut s'y opposer.	Kitu kisicho hai kinaweza kufuata ya sasa, lakini ni kitu hai kinachoweza kupinga.	Kitu kisicho hai kinaweza kufuata ya sasa, lakini ni kitu hai kinachoweza kupinga.
Des trois lettres, l'une était adressée : à Son Excellence Monseigneur N. ; la seconde : à Monsieur le Comte P. ; la troisième : à Monsieur D.	Kati ya baruja tatu, moja ilielekezwa kwa: Mweshimiwa wake Monseigneur N .; ya pili: kwa bwana mkubwa P .; ya tatu: kwa Bwana D.	Kati ya baruja tatu, moja ilielekezwa kwa: Mweshimiwa wake Monseigneur N .; ya pili: kwa bwana mkubwa P .; ya tatu: kwa Bwana D.
Je ne suis pas Charlie.	Mimi sio Charlie.	Mimi sio Charlie.
Le passage de l'école élémentaire au cours moyen est considéré par certains comme le premier pas vers l'âge adulte.	Mabadiliko kutoka shule ya msingi kwenda shule ya kati hufikiriwa na wengine kuwa hatua ya kwanza kuelekea watu wazima.	Mabadiliko kutoka shule ya msingi kwenda shule ya kati hufikiriwa na wengine kuwa hatua ya kwanza kuelekea watu wazima.
Il n'existe aucune question idiote, il n'y a que des idiots.	Hakuna maswali ya kijinga, kuna wajinga tu.	Hakuna maswali ya kijinga, kuna wajinga tu.
Je suis content qu'ils aient réparé le chauffage, mais maintenant il fait trop chaud.	Nimefurahi wametengeneza chombo ya kuleta kifukutu lakini sasa kifukutu inakuwa mingi sana.	Nimefurahi wametengeneza chombo ya kuleta kifukutu lakini sasa kifukutu inakuwa mingi sana.
Ne vous inquiétez pas. Je suis docteur.	Usijali. Mimi ni daktari.	Usijali. Mimi ni daktari.
Mon oreille gauche coule.	Sikio langu la kushoto linavuya.	Sikio langu la kushoto linavuya.
Allô, ici Raphaël à l'appareil. J'aimerais parler à Ann.	Halo, hapa Raphaël kwenye chombo. Ninge penda ongea na Ann.	Halo, hapa Raphaël kwenye chombo. Ninge penda ongea na Ann.
N'oublie pas de sortir mes affaires du coffre !	Usisahau kutoa ndani ya sanduku!	Usisahau kutoa ndani ya sanduku!
Le type de sport que nous pratiquons dépend du temps et de la saison.	Aina ya michezo tunayofanya mazoezi inategemea hali ya hewa na msimu.	Aina ya michezo tunayofanya mazoezi inategemea hali ya hewa na msimu.
Rentrez chez vous !	Rudi nyumbani kwenu!	Rudi nyumbani kwenu!
"L'autre jour un contrôle de la qualité de l'eau a été mené chez nous. Ce contrôle a été réalisé par une entreprise renommée appelée ""Centre d'analyse de l'environnement"" ou quelque chose comme ça."	"Siku nyingine, uchunguzi bora wa maji uilifanyika nyumbani kwetu. Uchunguzi huu ulifanyika na kampuni moja yenyi inaheshimiwa inayoitwa ""Kituo cha Uchambuzi wa Mazingira"" ao kitu kama hicho."	"Siku nyingine, uchunguzi bora wa maji uilifanyika nyumbani kwetu. Uchunguzi huu ulifanyika na kampuni moja yenyi inaheshimiwa inayoitwa ""Kituo cha Uchambuzi wa Mazingira"" ao kitu kama hicho."
Certains locuteurs de l'anglais pensent que l'omission du sujet ne se produit pas dans leur langue, cependant, le sujet de phrases telles que : « Thank you » ou « Bless you » est omis.	Basemaji bamoya ba kingereza, banawazaka kama kutoa kichwa ya musemo haikuwake katika luga yabo, lakini, kichwa ya musemo kama: «Thank you» ao «Bless you» haiandikwi.	Basemaji bamoya ba kingereza, banawazaka kama kutoa kichwa ya musemo haikuwake katika luga yabo, lakini, kichwa ya musemo kama: «Thank you» ao «Bless you» haiandikwi.
Soudain, le niveau de la rivière est monté et elle est sortie de son lit.	Mara moja, maji ya mutoni iliongezeka na ikatoka mu kitanda yake.	Mara moja, maji ya mutoni iliongezeka na ikatoka mu kitanda yake.
Avez-vous déjà conduit un van ?	Ulishaka tembeza gari?	Ulishaka tembeza gari?
Cette idée que nous étions en train de discuter hier en classe a piqué mon intérêt.	Ile wazo yenye tulikua tuna ongelea jana mu masomo ili ni gusa sana.	Ile wazo yenye tulikua tuna ongelea jana mu masomo ili ni gusa sana.
Cette phrase n'a pas de possesseur. Vous pouvez l'adopter et la changer, pourvu qu'elle corresponde toujours aux autres traductions directes, auquel cas vous devriez prévenir les traducteurs de vos changements, en commentant leurs traductions.	Iyo musemo haina mwenyenayo. Unaweza ku hipitisha na kuibadirisha, ya lazima ifanane tu na tafsiri zingine, bora tu una ambia mapema watafsiri kuhusu mabadiliko yako, kwa kutoa maoni juu ya tafsiri zabo.	Iyo musemo haina mwenyenayo. Unaweza ku hipitisha na kuibadirisha, ya lazima ifanane tu na tafsiri zingine, bora tu una ambia mapema watafsiri kuhusu mabadiliko yako, kwa kutoa maoni juu ya tafsiri zabo.
Arrêtez de vous inquiéter.	Acha kukuwa na wasiwasi.	Acha kukuwa na wasiwasi.
Timéo n'a pas besoin d'un coach.	Timeo hana lazima ya coach.	Timeo hana lazima ya coach.
Pour ce qui concerne le vin de qualité, aucun pays ne peut égaler la France.	Kuhusu divai ya muzuri, hakuna inchi inaweza kujilinganisha na Ufaransa.	Kuhusu divai ya muzuri, hakuna inchi inaweza kujilinganisha na Ufaransa.
John et Eva sont meilleurs amis.	John na Eva ni barafiki sana.	John na Eva ni barafiki sana.
Mathéo et Marie ont une vingtaine d'enfants, mais ils ne sont pas certains du chiffre exact.	Matheo na Maria biko na batoto kama makumi mbili na, alakini habana uhakika ya namba kamili.	Matheo na Maria biko na batoto kama makumi mbili na, alakini habana uhakika ya namba kamili.
Je me suis préparé une tasse de chocolat chaud.	Nili ji tengenezea kopo ya chokola ya moto.	Nili ji tengenezea kopo ya chokola ya moto.
L'hiver le plus froid que j'ai jamais vécu était un été à San Francisco.	Musimu ya baridi ya nguvu sana yenye nilishaka ishi ilikuwa musimu wa baridi wakati nilikua huko San Francisco.	Musimu ya baridi ya nguvu sana yenye nilishaka ishi ilikuwa musimu wa baridi wakati nilikua huko San Francisco.
Elle ne put le convaincre d'accepter un chèque personnel.	Hakuweza kumushawishi kuitika chèque kibinafsi.	Hakuweza kumushawishi kuitika chèque kibinafsi.
Il y a deux ans, je ne parlais aucun mot de turc, maintenant, je peux même lire des livres dans cette langue.	Myaka mbili zinapita sikukuwa nasema hata neno moya ya kituruki, sasa, naweza soma bitabu mu ile luga.	Myaka mbili zinapita sikukuwa nasema hata neno moya ya kituruki, sasa, naweza soma bitabu mu ile luga.
Au petit séminaire, les pères n'avaient en fait pas le souci de nous éduquer ; ils s'évertuaient à nous « dresser », pour que nous soyons obéissants comme des petits moutons.	ku semina ndogo, wapadri hawakukuwaka najali kabisa kutu adibisha; walikuwa tu najaribu tu «kutunyorosha», ju tukuwe natii sawa vile kondolo za kidogo.	ku semina ndogo, wapadri hawakukuwaka najali kabisa kutu adibisha; walikuwa tu najaribu tu «kutunyorosha», ju tukuwe natii sawa vile kondolo za kidogo.
Mike a une amie qui vit à Chicago.	Mike iko na rafiki mwenye anaishi Chicago.	Mike iko na rafiki mwenye anaishi Chicago.
Il était tellement soupçonneux qu'il ne croyait qu'à ses propres mensonges.	Alikuwa na shakiya sana hadi kuamini tu bongo yake yepeke.	Alikuwa na shakiya sana hadi kuamini tu bongo yake yepeke.
J'ai été enchanté de vous rencontrer. J'attends de vos nouvelles avec impatience.	Nilifurahi ku kutanana na weye. Nachunga habari zenu kwa hamu sana.	Nilifurahi ku kutanana na weye. Nachunga habari zenu kwa hamu sana.
Nous nous connaissons depuis que nous sommes gosses.	Tunajuwana tangu tuko batoto.	Tunajuwana tangu tuko batoto.
Je choisis de voir la perfection divine dans chaque cellule de mon corps.	Nachagula kuona ukamilifu wa kimungu katika kila sehemu ya mwili yangu.	Nachagula kuona ukamilifu wa kimungu katika kila sehemu ya mwili yangu.
J'ai appelé les flics.	Nili ita ba askari.	Nili ita ba askari.
Nous avions mis l’un et l’autre tout notre esprit à cacher un si complet et si bel amour aux yeux du monde ; et nous y réussissions.	Tuliweka kila mumoja wetu akili yetu yote kwa kuficha mapenzi kamili na ya muzuri ku macho ya dunia; na tuliweza.	Tuliweka kila mumoja wetu akili yetu yote kwa kuficha mapenzi kamili na ya muzuri ku macho ya dunia; na tuliweza.
